date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:43:33	8152/8152	---MCZ	200	added ('OK')	text/css	etag:W/%22632db1ba-b90a%22	https://demo.dashboardpack.com/analytic-html/vendors/datepicker/date-picker.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/vendors/datepicker/date-picker.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:34	6067/6067	---MCZ	200	added ('OK')	text/css	etag:W/%22632db1db-1a33%22	https://demo.dashboardpack.com/analytic-html/vendors/vectormap-home/vectormap-2.0.2.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/vendors/vectormap-home/vectormap-2.0.2.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:34	2833/2833	---MCZ	200	added ('OK')	text/css	etag:W/%22632db1d4-5ec2%22	https://demo.dashboardpack.com/analytic-html/vendors/scroll/scrollable.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/vendors/scroll/scrollable.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:34	14907/14907	---MCZ	200	added ('OK')	text/css	etag:W/%22632db1bb-3a3b%22	https://demo.dashboardpack.com/analytic-html/vendors/datatable/css/jquery.dataTables.min.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/vendors/datatable/css/jquery.dataTables.min.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:34	4858/4858	---MCZ	200	added ('OK')	text/css	etag:W/%22632db1bc-12fa%22	https://demo.dashboardpack.com/analytic-html/vendors/datatable/css/responsive.dataTables.min.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/vendors/datatable/css/responsive.dataTables.min.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:35	11290/11290	---MCZ	200	added ('OK')	text/css	etag:W/%22632db1bb-2c1a%22	https://demo.dashboardpack.com/analytic-html/vendors/datatable/css/buttons.dataTables.min.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/vendors/datatable/css/buttons.dataTables.min.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:35	28358/28358	---MCZ	200	added ('OK')	text/css	etag:W/%22632db1d7-85f0%22	https://demo.dashboardpack.com/analytic-html/vendors/text_editor/summernote-bs4.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/vendors/text_editor/summernote-bs4.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:35	426/426	---MCZ	200	added ('OK')	text/css	etag:W/%22632db1cd-1b3%22	https://demo.dashboardpack.com/analytic-html/vendors/morris/morris.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/vendors/morris/morris.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:35	57594/57594	---MCZ	200	added ('OK')	text/css	etag:W/%22632db1cc-114ee%22	https://demo.dashboardpack.com/analytic-html/vendors/material_icon/material-icons.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/vendors/material_icon/material-icons.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:35	1882/1882	---MCZ	200	added ('OK')	text/css	etag:W/%22632db134-bb3%22	https://demo.dashboardpack.com/analytic-html/css/metisMenu.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/css/metisMenu.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:36	173854/173854	---MCZ	200	added ('OK')	text/css	etag:W/%22632db137-56983%22	https://demo.dashboardpack.com/analytic-html/css/style1.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/css/style1.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:36	0/0	---M--	200	added ('OK')	text/css	etag:%22632db135-0%22	https://demo.dashboardpack.com/analytic-html/css/colors/default.css	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/css/colors/default.css	(from https://demo.dashboardpack.com/analytic-html/)
12:43:36	36722/36722	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:39%20GMT	https://demo.dashboardpack.com/analytic-html/index.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/index-2.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:37	2752/2752	---M--	200	added ('OK')	image/png	etag:%22632db14c-ac0%22	https://demo.dashboardpack.com/analytic-html/img/logo.png	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/logo.png	(from https://demo.dashboardpack.com/analytic-html/)
12:43:37	2237/2237	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db15b-8bd%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/dashboard.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/dashboard.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:37	32307/32307	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:39%20GMT	https://demo.dashboardpack.com/analytic-html/index_2.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/index_2.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:38	1596/1596	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db156-63c%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/2.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/2.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:38	36733/36733	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:39%20GMT	https://demo.dashboardpack.com/analytic-html/index_3.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/index_3.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:38	1336/1336	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db157-538%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/3.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/3.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:38	1748/1748	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db157-6d4%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/5.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/5.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:39	20560/20560	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:33%20GMT	https://demo.dashboardpack.com/analytic-html/editor.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/editor.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:39	28480/28480	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:41%20GMT	https://demo.dashboardpack.com/analytic-html/mail_box.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/mail_box.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:40	24398/24398	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:26%20GMT	https://demo.dashboardpack.com/analytic-html/chat.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/chat.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:40	30013/30013	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:34%20GMT	https://demo.dashboardpack.com/analytic-html/faq.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/faq.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:40	1573/1573	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db15b-625%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/16.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/16.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:40	19153/19153	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:34%20GMT	https://demo.dashboardpack.com/analytic-html/login.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/login.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:41	19417/19417	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:44%20GMT	https://demo.dashboardpack.com/analytic-html/resister.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/resister.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:41	2289/2289	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:33%20GMT	https://demo.dashboardpack.com/analytic-html/error_400.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/error_400.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:41	2277/2277	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:34%20GMT	https://demo.dashboardpack.com/analytic-html/error_500.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/error_500.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:42	18768/18768	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:35%20GMT	https://demo.dashboardpack.com/analytic-html/forgot_pass.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/forgot_pass.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:42	22621/22621	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:35%20GMT	https://demo.dashboardpack.com/analytic-html/gallery.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/gallery.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:42	1067/1067	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db157-42b%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/4.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/4.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:43	36734/36734	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:32%20GMT	https://demo.dashboardpack.com/analytic-html/dark_sidebar.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/dark_sidebar.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:43	36722/36722	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:34%20GMT	https://demo.dashboardpack.com/analytic-html/light_sidebar.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/light_sidebar.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:43	37113/37113	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:41%20GMT	https://demo.dashboardpack.com/analytic-html/Minimized_Aside.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Minimized_Aside.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:43	20055/20055	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:34%20GMT	https://demo.dashboardpack.com/analytic-html/empty_page.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/empty_page.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:44	36747/36747	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:35%20GMT	https://demo.dashboardpack.com/analytic-html/fixed_footer.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/fixed_footer.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:44	26561/26561	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:24%20GMT	https://demo.dashboardpack.com/analytic-html/Builder.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Builder.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:44	24343/24343	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:32%20GMT	https://demo.dashboardpack.com/analytic-html/invoice.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/invoice.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:44	630/630	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db158-276%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/6.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/6.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:45	25487/25487	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:22%20GMT	https://demo.dashboardpack.com/analytic-html/Basic_Elements.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Basic_Elements.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:45	30284/30284	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:37%20GMT	https://demo.dashboardpack.com/analytic-html/Groups.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Groups.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:45	22876/22876	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:41%20GMT	https://demo.dashboardpack.com/analytic-html/Max_Length.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Max_Length.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:46	27754/27754	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:33%20GMT	https://demo.dashboardpack.com/analytic-html/Layouts.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Layouts.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:46	48021/48021	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:22%20GMT	https://demo.dashboardpack.com/analytic-html/Board.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Board.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:46	21186/21186	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:24%20GMT	https://demo.dashboardpack.com/analytic-html/calender.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/calender.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:46	1564/1564	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db158-61c%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/7.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/7.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:46	2373/2373	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db158-945%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/8.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/8.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:47	30519/30519	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:44%20GMT	https://demo.dashboardpack.com/analytic-html/Products.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Products.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:47	28359/28359	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:43%20GMT	https://demo.dashboardpack.com/analytic-html/Product_Details.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Product_Details.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:47	24370/24370	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:25%20GMT	https://demo.dashboardpack.com/analytic-html/Cart.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Cart.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:48	28128/28128	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:26%20GMT	https://demo.dashboardpack.com/analytic-html/Checkout.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Checkout.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:48	1136/1136	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db158-470%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/9.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/9.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:48	25519/25519	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:35%20GMT	https://demo.dashboardpack.com/analytic-html/Fontawesome_Icon.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Fontawesome_Icon.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:48	41438/41438	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:58%20GMT	https://demo.dashboardpack.com/analytic-html/themefy_icon.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/themefy_icon.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:49	25616/25616	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:59%20GMT	https://demo.dashboardpack.com/analytic-html/wow_animation.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/wow_animation.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:49	25202/25202	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:44%20GMT	https://demo.dashboardpack.com/analytic-html/Scroll_Reveal.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Scroll_Reveal.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:49	24890/24890	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:58%20GMT	https://demo.dashboardpack.com/analytic-html/tilt.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/tilt.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:50	40916/40916	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:13:57%20GMT	https://demo.dashboardpack.com/analytic-html/accordion.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/accordion.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:50	41570/41570	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:45%20GMT	https://demo.dashboardpack.com/analytic-html/Scrollable.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Scrollable.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:50	21665/21665	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:42%20GMT	https://demo.dashboardpack.com/analytic-html/notification.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/notification.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:50	23439/23439	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:25%20GMT	https://demo.dashboardpack.com/analytic-html/carousel.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/carousel.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:51	23153/23153	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:43%20GMT	https://demo.dashboardpack.com/analytic-html/Pagination.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/Pagination.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:51	1149/1149	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db159-47d%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/11.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/11.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:51	22408/22408	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:32%20GMT	https://demo.dashboardpack.com/analytic-html/data_table.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/data_table.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:52	29092/29092	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:23%20GMT	https://demo.dashboardpack.com/analytic-html/bootstrap_table.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/bootstrap_table.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:52	1472/1472	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db159-5c0%22	https://demo.dashboardpack.com/analytic-html/img/menu-icon/12.svg	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/img/menu-icon/12.svg	(from https://demo.dashboardpack.com/analytic-html/)
12:43:52	28416/28416	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:23%20GMT	https://demo.dashboardpack.com/analytic-html/basic_card.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/basic_card.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:52	23406/23406	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:15:58%20GMT	https://demo.dashboardpack.com/analytic-html/theme_card.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/theme_card.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:53	27946/27946	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:27%20GMT	https://demo.dashboardpack.com/analytic-html/dargable_card.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/dargable_card.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:53	19755/19755	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:26%20GMT	https://demo.dashboardpack.com/analytic-html/chartjs.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/chartjs.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:53	19607/19607	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:21%20GMT	https://demo.dashboardpack.com/analytic-html/apex_chart.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/apex_chart.html	(from https://demo.dashboardpack.com/analytic-html/)
12:43:54	20800/20800	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:14:25%20GMT	https://demo.dashboardpack.com/analytic-html/chart_sparkline.html	C:/My%20Web%20Sites/Samuella%20Dashboard%202/demo.dashboardpack.com/analytic-html/chart_sparkline.html	(from https://demo.dashboardpack.com/analytic-html/)
